Id,Lot Area,Lot Shape,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,house age,reno newness,MS SubClass_SC60,MS Zoning_RM,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Year Built_2008,Roof Style_Gable,Roof Style_Hip
1002,5395,3,8,0.0,4,4,0,733.0,1337.0,4,1337,1337,462.0,96,0,15,15,0,0,0,0,1,0,1,0
1848,5105,2,7,0.0,4,4,0,239.0,551.0,5,551,1102,480.0,0,60,3,3,0,0,0,0,0,0,1,0
1455,9473,4,8,0.0,4,4,0,804.0,1128.0,5,1128,2031,577.0,0,211,6,6,1,0,0,0,0,0,1,0
908,8400,4,2,0.0,3,3,0,290.0,290.0,3,438,438,246.0,0,0,89,59,0,0,0,0,0,0,1,0
1490,12102,4,5,222.0,3,4,3,456.0,456.0,5,1033,1033,504.0,224,0,32,32,0,0,0,0,0,0,1,0
1465,10905,2,7,0.0,4,4,0,0.0,1129.0,5,1129,2327,596.0,0,57,5,5,1,0,0,0,0,0,1,0
1627,9556,3,7,52.0,3,4,0,0.0,1168.0,4,1187,1187,420.0,0,21,15,14,0,0,0,0,0,0,1,0
2849,6430,4,6,0.0,3,3,2,780.0,780.0,3,816,1340,440.0,0,0,61,56,0,0,0,0,0,0,1,0
1501,6040,4,4,0.0,3,0,0,0.0,0.0,3,1152,1152,0.0,0,0,53,53,0,0,0,0,0,0,1,0
626,14695,3,6,210.0,3,3,0,1387.0,1562.0,4,1567,1567,542.0,0,110,43,1,0,0,0,0,0,0,1,0
722,9000,4,7,0.0,3,3,0,624.0,650.0,5,832,1482,324.0,0,0,89,21,0,1,0,0,0,0,0,1
2260,8368,3,7,0.0,4,4,0,0.0,1689.0,5,1689,1689,433.0,100,39,1,0,0,0,0,0,0,0,1,0
1639,41600,3,5,0.0,3,4,3,1047.0,1100.0,3,1424,1424,828.0,144,0,38,17,0,0,0,0,0,0,1,0
1603,6490,4,5,0.0,3,3,0,534.0,816.0,5,816,816,264.0,315,0,25,25,0,0,0,0,0,0,1,0
1520,7290,4,7,174.0,3,3,0,0.0,1228.0,5,1424,1424,312.0,0,0,87,58,0,0,0,0,0,0,1,0
1665,7472,3,7,138.0,3,3,0,626.0,725.0,4,725,1479,484.0,0,32,35,3,1,0,0,0,0,0,1,0
2635,7000,4,5,0.0,3,3,2,953.0,1025.0,3,1025,1025,0.0,96,80,44,44,0,0,0,0,0,0,1,0
581,11717,3,6,571.0,3,3,0,0.0,1442.0,3,1442,1442,615.0,371,0,39,39,0,0,0,0,0,0,0,1
2435,11194,3,8,40.0,4,4,0,0.0,1406.0,5,1454,1936,504.0,188,124,6,6,1,0,0,0,0,0,1,0
2799,11250,3,7,227.0,3,4,1,796.0,1054.0,5,1070,1939,555.0,128,84,8,8,1,0,0,0,0,0,1,0
883,8633,4,6,0.0,4,4,0,193.0,738.0,5,738,1476,540.0,100,35,4,4,1,0,0,0,0,0,1,0
2537,8400,4,5,0.0,3,4,3,744.0,833.0,4,898,898,326.0,143,0,38,38,0,0,0,0,0,0,1,0
1120,10037,4,8,0.0,4,5,0,666.0,1460.0,5,1460,1460,480.0,0,20,2,1,0,0,0,0,0,0,0,1
774,8014,3,6,23.0,3,4,3,456.0,456.0,3,1034,1034,504.0,0,0,31,31,0,0,0,0,0,0,1,0
1447,12250,3,5,180.0,3,4,1,781.0,864.0,5,1174,1174,528.0,211,0,30,30,0,0,0,0,0,0,1,0
104,2403,3,7,0.0,4,4,0,244.0,530.0,5,530,1080,496.0,0,50,7,7,0,0,0,0,0,0,1,0
2694,8600,4,6,0.0,3,3,0,0.0,780.0,3,780,1376,198.0,0,0,69,56,0,1,0,0,0,0,1,0
920,13680,4,5,0.0,3,3,0,728.0,840.0,5,840,1567,440.0,0,21,69,59,0,0,0,0,0,0,1,0
1951,10800,4,5,0.0,3,4,2,0.0,736.0,5,751,1534,0.0,0,112,112,8,0,0,0,0,0,0,1,0
9,5389,3,8,0.0,4,4,0,1180.0,1595.0,5,1616,1616,608.0,237,152,15,14,0,0,0,0,1,0,1,0
2848,10890,4,5,0.0,3,2,0,930.0,1058.0,3,1058,1551,240.0,0,0,68,56,0,0,0,0,0,0,1,0
614,9768,4,5,0.0,3,3,0,100.0,960.0,4,960,960,330.0,0,70,54,54,0,0,0,0,0,0,1,0
1736,8993,3,7,0.0,4,4,2,0.0,1302.0,5,1302,1302,436.0,0,22,0,0,0,0,0,0,0,0,1,0
2686,11672,2,5,0.0,3,3,0,0.0,816.0,3,816,816,210.0,168,0,81,56,0,0,0,0,0,0,1,0
2257,9763,3,7,239.0,4,4,0,1102.0,1502.0,5,1502,1502,286.0,0,0,9,9,0,1,0,0,0,0,1,0
1284,9836,4,6,0.0,3,3,0,96.0,192.0,4,1133,1133,308.0,0,175,0,0,0,1,0,0,0,1,1,0
1765,10557,3,9,422.0,4,5,3,672.0,1408.0,5,1671,3078,806.0,108,87,9,9,1,0,1,0,0,0,1,0
1811,8462,3,6,105.0,4,4,0,814.0,928.0,5,936,1721,471.0,300,87,13,13,1,0,0,0,0,0,1,0
2603,10818,4,4,0.0,3,2,0,0.0,1077.0,3,981,1760,648.0,120,0,96,56,0,0,0,0,0,0,1,0
2220,7259,3,6,0.0,3,3,0,774.0,1028.0,5,1436,2320,180.0,224,0,62,5,0,0,0,0,0,0,0,0
2273,11800,3,7,94.0,4,4,3,766.0,1122.0,5,1146,2486,452.0,143,32,4,3,1,0,0,0,0,0,1,0
163,7500,4,5,0.0,3,3,0,340.0,1246.0,5,1246,1246,305.0,218,0,51,16,0,0,0,0,0,0,0,1
2116,159000,2,6,472.0,4,4,3,697.0,1444.0,4,1444,2144,389.0,0,98,49,1,0,0,0,0,0,0,1,0
2734,6488,4,5,0.0,3,3,0,230.0,799.0,5,799,1150,215.0,264,0,64,56,0,0,0,0,0,0,1,0
426,14230,4,8,640.0,4,4,0,0.0,1566.0,5,1600,1600,890.0,0,56,2,2,0,0,0,1,0,0,1,0
2216,7810,3,4,0.0,3,3,0,189.0,930.0,5,1230,1755,231.0,0,40,77,4,0,0,0,0,0,0,1,0
2900,14331,4,8,630.0,4,5,3,1274.0,1800.0,5,1800,1800,765.0,270,78,4,4,0,0,0,0,0,0,0,1
97,3182,4,7,0.0,4,4,0,0.0,600.0,5,600,1200,480.0,0,172,6,5,0,0,0,0,0,0,1,0
1680,1920,4,5,376.0,3,3,0,471.0,765.0,5,765,1365,440.0,240,36,36,36,0,1,0,0,0,0,1,0
1133,10110,4,6,0.0,4,4,1,80.0,835.0,5,835,1696,542.0,143,66,5,5,1,0,0,0,0,0,1,0
2761,10984,3,7,0.0,4,4,3,0.0,945.0,5,945,1809,638.0,144,54,1,0,1,0,0,0,0,0,1,0
1642,14082,3,8,945.0,4,5,3,1558.0,2220.0,5,2234,2234,724.0,390,80,1,1,0,0,0,0,1,0,0,1
1141,8480,3,6,120.0,4,4,0,602.0,886.0,5,886,1680,474.0,144,96,15,14,1,0,0,0,0,0,1,0
2118,12205,3,6,157.0,3,3,3,568.0,832.0,4,976,2087,444.0,133,168,41,0,1,0,0,0,0,0,1,0
870,15750,4,8,260.0,4,4,3,1246.0,1462.0,5,1513,1513,521.0,135,34,10,9,0,0,0,0,0,0,1,0
1875,8050,4,5,0.0,3,3,0,474.0,949.0,3,1107,1107,308.0,88,64,40,14,0,0,0,0,0,0,1,0
155,7200,4,5,0.0,3,0,0,0.0,0.0,5,827,827,392.0,0,0,55,3,0,0,0,0,0,0,1,0
1318,6300,4,6,0.0,3,3,0,0.0,742.0,5,742,1484,0.0,0,291,94,7,0,1,0,0,0,0,1,0
1285,5232,1,5,0.0,3,2,0,0.0,680.0,4,764,764,504.0,0,0,83,4,0,1,0,0,0,0,1,0
2400,11846,3,9,562.0,4,5,3,1567.0,1792.0,5,1792,1792,874.0,206,49,3,2,0,0,0,1,0,0,0,1
1068,16900,4,8,1110.0,4,5,1,1075.0,1479.0,5,1515,2649,746.0,0,60,7,6,1,0,0,1,0,0,1,0
361,9636,3,6,0.0,3,4,0,0.0,808.0,4,808,1593,389.0,342,40,17,16,1,0,0,0,0,0,1,0
1493,10012,4,4,0.0,3,4,2,920.0,1138.0,3,1181,1181,588.0,0,0,36,36,0,0,0,0,0,0,1,0
1110,14303,3,8,554.0,4,4,3,1314.0,1986.0,5,1987,1987,691.0,262,36,14,14,0,0,1,0,0,0,0,1
911,5707,4,6,0.0,3,3,0,0.0,583.0,4,647,1242,180.0,329,96,74,59,0,0,0,0,0,0,1,0
2535,9360,4,6,203.0,3,3,2,760.0,976.0,3,976,976,504.0,94,0,38,2,0,0,0,0,0,0,0,1
2030,5680,4,5,0.0,3,3,0,0.0,969.0,3,969,1214,216.0,0,0,106,57,0,1,0,0,0,0,1,0
2634,7000,4,5,0.0,3,3,0,468.0,864.0,4,864,864,336.0,0,0,44,44,0,0,0,0,0,0,1,0
1530,10480,4,6,0.0,3,3,0,0.0,1064.0,5,1166,1639,240.0,0,0,72,58,0,0,0,0,0,0,1,0
435,11578,4,9,302.0,5,5,0,0.0,1736.0,5,1736,1736,834.0,319,90,1,1,0,0,0,1,0,1,1,0
812,7018,4,5,0.0,3,0,0,0.0,0.0,3,1535,1535,400.0,0,0,30,30,0,0,0,0,0,0,1,0
1202,9130,4,6,252.0,3,3,0,400.0,800.0,4,800,1632,484.0,0,40,42,8,1,0,0,0,0,0,0,1
666,10800,4,3,0.0,3,3,0,0.0,630.0,3,725,725,320.0,0,30,119,11,0,0,0,0,0,0,1,0
1751,8244,3,7,0.0,4,4,0,0.0,840.0,5,840,1720,440.0,100,48,3,3,1,0,0,0,0,0,1,0
705,6000,4,4,0.0,2,2,0,0.0,936.0,3,936,936,576.0,0,32,56,56,0,1,0,0,0,0,1,0
1744,3621,4,8,72.0,4,4,3,1084.0,1406.0,5,1589,1589,630.0,143,20,4,4,0,0,0,0,0,0,0,1
357,7837,3,6,0.0,4,4,0,0.0,799.0,4,799,1571,380.0,0,40,16,15,1,0,0,0,0,0,1,0
2133,10665,3,7,167.0,4,4,2,1013.0,1453.0,5,1479,1479,558.0,144,29,4,4,0,0,0,0,0,0,1,0
989,10457,3,5,178.0,4,3,3,496.0,784.0,5,784,1632,898.0,0,173,40,40,1,0,0,0,0,0,1,0
562,8281,3,5,0.0,3,3,0,553.0,864.0,4,864,864,360.0,0,0,44,44,0,0,0,0,0,0,1,0
1054,14948,3,9,268.0,5,5,2,1330.0,1452.0,5,1476,2713,858.0,126,66,0,0,1,0,0,1,0,1,0,1
2850,7000,4,7,0.0,3,3,0,424.0,624.0,5,743,1479,312.0,530,0,80,9,0,0,0,0,0,0,1,0
1082,3940,4,7,24.0,4,4,0,1087.0,1393.0,5,1576,1576,668.0,143,20,4,4,0,1,0,0,0,0,0,1
1440,9382,3,7,125.0,4,4,0,0.0,1468.0,5,1479,1479,577.0,120,25,9,8,0,0,0,0,0,0,1,0
2006,6854,4,5,0.0,3,3,0,317.0,756.0,3,916,1060,308.0,0,65,82,13,0,0,0,0,0,0,1,0
2082,11515,3,4,0.0,3,0,0,0.0,0.0,3,943,943,308.0,0,0,49,13,0,0,0,0,0,0,1,0
2344,13837,3,7,178.0,4,4,0,1002.0,1204.0,4,1377,2183,786.0,0,0,18,18,0,0,0,0,0,0,1,0
248,9938,4,7,246.0,4,4,0,750.0,1050.0,5,1062,1949,574.0,156,90,17,16,1,0,0,0,0,0,1,0
2276,12633,3,10,242.0,5,5,3,0.0,1824.0,5,1824,1824,932.0,160,36,1,0,0,0,0,0,0,0,0,1
755,6876,4,6,0.0,3,3,0,522.0,720.0,2,1146,1930,316.0,0,0,82,59,0,1,0,0,0,0,1,0
1178,3951,3,10,0.0,5,4,1,128.0,970.0,5,1469,2393,846.0,0,90,10,9,0,0,0,0,0,0,1,0
2636,9856,4,5,0.0,4,2,0,0.0,716.0,5,1007,2014,624.0,0,72,106,1,0,1,0,0,0,0,0,1
2077,17808,4,4,0.0,3,3,0,0.0,484.0,3,1242,1242,336.0,0,0,61,57,0,0,0,0,0,0,1,0
2930,9627,4,7,94.0,3,4,2,758.0,996.0,5,996,2000,650.0,190,48,13,12,1,0,0,0,0,0,1,0
737,6000,4,6,0.0,3,3,0,0.0,780.0,5,825,1412,280.0,45,0,70,59,0,1,0,0,0,0,1,0
837,9757,4,5,0.0,3,3,0,755.0,990.0,5,990,990,440.0,66,0,15,15,0,0,0,0,0,0,1,0
2086,9280,4,5,0.0,3,2,0,557.0,1342.0,5,1342,1342,256.0,0,0,56,56,0,0,0,0,0,0,1,0
2385,14780,3,9,568.0,5,5,3,1505.0,1868.0,5,1868,1868,1085.0,354,56,1,1,0,0,0,1,0,0,0,1
189,7740,4,4,0.0,3,2,0,0.0,622.0,4,741,1363,528.0,0,0,100,60,0,1,0,0,0,0,1,0
635,9600,4,6,183.0,3,3,0,620.0,1240.0,4,1632,1632,338.0,289,0,51,21,0,0,0,0,0,0,0,1
432,13478,3,10,420.0,5,5,3,1338.0,1722.0,5,1728,2296,842.0,382,274,1,1,1,0,0,1,0,1,1,0
900,10926,4,5,74.0,3,3,0,0.0,1678.0,3,1678,1678,0.0,0,0,50,50,0,0,0,0,0,0,0,1
966,6853,3,8,136.0,4,5,0,1005.0,1267.0,5,1296,1296,471.0,192,25,8,7,0,0,0,0,0,0,1,0
1612,10667,4,6,302.0,3,3,0,838.0,1587.0,3,1587,1587,525.0,0,44,36,36,0,0,0,0,0,0,1,0
904,8212,4,5,0.0,3,3,0,626.0,720.0,5,854,1298,256.0,84,0,68,59,0,0,0,0,0,0,1,0
2487,9100,4,5,336.0,3,3,0,1332.0,1728.0,3,1728,1728,504.0,0,0,43,43,0,1,0,0,0,0,1,0
1304,6000,4,5,0.0,3,3,0,308.0,928.0,4,928,928,288.0,0,0,51,51,0,1,0,0,0,0,0,1
2112,9316,4,7,0.0,4,4,3,0.0,879.0,5,879,1795,578.0,164,111,2,1,1,0,0,0,0,0,1,0
1244,9464,4,6,135.0,3,3,0,570.0,1080.0,4,1080,1080,288.0,0,0,50,50,0,0,0,0,0,0,0,1
843,10400,4,7,0.0,3,4,2,0.0,866.0,5,866,1779,546.0,198,36,11,11,1,0,0,0,0,0,1,0
2689,5310,4,6,0.0,3,3,0,0.0,485.0,4,1001,1635,255.0,394,0,96,3,0,1,0,0,0,0,0,1
2753,7406,4,7,84.0,4,4,2,684.0,1199.0,5,1220,1220,632.0,105,54,0,0,0,0,0,0,0,0,1,0
1169,4538,3,9,179.0,4,5,2,1004.0,1310.0,5,1310,1310,545.0,277,45,7,7,0,0,0,0,0,0,1,0
1376,10106,4,5,0.0,3,3,0,351.0,644.0,4,808,1355,0.0,140,0,68,9,0,0,0,0,0,0,1,0
2503,13346,3,7,0.0,4,4,0,728.0,1095.0,5,1166,2295,590.0,0,40,14,6,1,0,1,0,0,0,1,0
1987,9639,4,4,0.0,3,3,0,0.0,1075.0,5,1156,1798,342.0,0,0,107,57,0,1,0,0,0,0,1,0
1190,15387,3,7,0.0,3,3,0,603.0,1620.0,5,1620,1620,578.0,0,62,41,41,0,0,0,0,0,0,1,0
1930,10050,4,5,0.0,3,3,0,288.0,1216.0,3,1216,1216,336.0,0,0,52,52,0,0,0,0,0,0,0,1
2677,6240,4,5,0.0,3,4,0,0.0,896.0,4,896,1344,240.0,200,114,70,56,0,1,0,0,0,0,1,0
1256,7506,4,5,0.0,3,3,0,0.0,747.0,3,747,1159,288.0,84,0,83,58,0,0,0,0,0,0,1,0
2484,8900,4,4,0.0,3,3,0,1056.0,1056.0,3,1056,1056,384.0,0,42,40,40,0,0,0,0,0,0,1,0
1253,8480,4,5,0.0,3,3,0,442.0,832.0,3,832,1216,336.0,158,0,61,58,0,0,0,0,0,0,1,0
1337,6000,4,6,0.0,3,3,0,0.0,862.0,3,950,1158,208.0,0,0,79,58,0,1,0,0,0,0,1,0
1788,8847,4,8,148.0,4,4,2,769.0,1538.0,5,1538,1538,484.0,146,40,2,2,0,0,0,0,0,0,1,0
141,8050,3,5,150.0,3,3,0,856.0,1143.0,3,1143,1143,308.0,0,0,51,51,0,0,0,0,0,0,0,1
1669,8294,4,4,0.0,3,3,0,0.0,858.0,3,872,872,480.0,0,0,36,36,0,0,0,0,0,0,1,0
1366,7920,3,6,0.0,3,3,0,0.0,319.0,3,1035,1406,0.0,0,144,88,58,0,1,0,0,0,0,1,0
52,18494,3,6,0.0,4,4,0,0.0,1324.0,5,1324,1324,430.0,36,23,5,5,0,0,0,0,0,0,1,0
1380,7162,3,5,41.0,3,3,0,0.0,876.0,3,904,904,408.0,0,0,42,42,0,0,0,0,0,0,1,0
919,10918,4,7,0.0,4,4,0,0.0,1276.0,5,1276,2080,282.0,0,0,83,5,0,0,0,0,0,0,0,0
2804,4435,4,6,169.0,4,4,1,662.0,848.0,5,848,848,420.0,140,0,2,2,0,1,0,0,0,0,1,0
782,11250,4,4,0.0,3,3,2,0.0,1104.0,5,1104,1788,304.0,120,0,52,20,0,0,0,0,0,0,1,0
956,14375,3,6,541.0,3,3,0,111.0,819.0,4,1344,1344,525.0,0,118,51,51,0,0,0,0,0,0,1,0
187,9045,4,5,0.0,3,3,1,0.0,840.0,2,1128,2256,0.0,0,18,100,60,0,1,0,0,0,0,1,0
2074,10029,3,6,268.0,4,4,0,831.0,1151.0,3,1164,2060,521.0,0,228,19,18,1,0,0,0,0,0,1,0
1039,4060,4,6,0.0,4,4,0,266.0,1405.0,5,1337,1337,511.0,144,68,10,9,0,0,0,0,0,0,1,0
1210,9020,4,6,183.0,3,3,3,312.0,1127.0,3,1165,1165,490.0,0,129,42,42,0,0,0,0,0,0,1,0
2710,11777,3,5,97.0,3,3,2,328.0,1164.0,5,1320,1320,564.0,160,68,40,40,0,0,0,0,0,0,1,0
44,10171,3,7,168.0,4,4,0,2.0,1517.0,5,1535,1535,532.0,0,0,6,6,0,0,0,1,0,0,1,0
1026,10400,4,7,280.0,3,4,1,0.0,738.0,3,1277,2044,489.0,28,73,28,20,1,0,0,0,0,0,1,0
1343,6240,4,4,0.0,3,3,0,80.0,704.0,5,624,1136,336.0,0,365,79,58,0,1,0,0,0,0,1,0
2248,12150,3,6,0.0,3,4,2,1001.0,1001.0,3,1299,1299,486.0,84,0,28,28,0,0,0,0,0,0,1,0
1849,2645,4,8,456.0,4,4,0,0.0,776.0,5,764,1441,492.0,206,0,8,7,0,0,0,0,0,0,1,0
2076,22692,3,5,0.0,3,3,0,587.0,1073.0,3,1630,1630,649.0,0,64,54,54,0,0,0,0,0,0,1,0
2641,9600,4,7,0.0,3,3,0,16.0,728.0,5,832,1641,546.0,0,0,81,16,0,1,0,0,0,0,1,0
5,13830,3,5,0.0,3,4,0,791.0,928.0,4,928,1629,482.0,212,34,13,12,1,0,0,0,0,0,1,0
878,4435,4,6,170.0,4,4,2,685.0,848.0,5,848,848,420.0,140,0,6,5,0,1,0,0,0,0,1,0
1548,5890,4,6,0.0,4,3,2,538.0,816.0,5,816,816,432.0,0,0,78,1,0,1,0,0,0,0,1,0
841,10859,4,5,0.0,3,4,0,0.0,1097.0,5,1097,1097,672.0,392,64,15,14,0,0,0,0,0,0,1,0
1621,5330,4,8,0.0,4,4,2,1196.0,1494.0,5,1652,1652,499.0,96,48,7,7,0,0,0,0,1,0,1,0
218,10778,4,4,0.0,3,3,0,0.0,1768.0,3,1768,1768,0.0,0,0,42,42,0,0,0,0,0,0,0,1
1504,6845,4,4,58.0,3,0,0,0.0,0.0,3,1152,1152,0.0,0,0,53,53,0,0,0,0,0,0,1,0
946,21780,4,2,0.0,2,0,0,0.0,0.0,3,810,810,280.0,119,24,99,59,0,0,0,0,0,0,1,0
455,10307,3,7,176.0,4,4,0,876.0,1350.0,5,1358,1358,484.0,192,26,2,1,0,0,0,1,0,0,1,0
2906,4500,4,6,116.0,3,5,0,897.0,1216.0,5,1216,1216,402.0,0,125,8,8,0,1,0,0,0,0,0,1
2878,9060,4,6,327.0,3,3,0,0.0,967.0,4,967,1638,384.0,0,21,49,49,0,1,0,0,0,0,1,0
1173,2160,4,7,212.0,4,4,0,510.0,600.0,5,624,1252,462.0,0,48,9,8,0,0,0,0,0,0,1,0
985,7669,4,5,0.0,3,4,2,718.0,828.0,3,883,883,698.0,100,32,17,16,0,0,0,0,0,0,1,0
975,9858,4,5,0.0,3,3,0,510.0,864.0,3,874,874,288.0,33,0,41,41,0,0,0,0,0,0,1,0
202,10300,3,7,0.0,3,3,0,0.0,576.0,4,902,1710,480.0,12,11,89,60,0,1,0,0,0,0,1,0
528,8125,4,8,288.0,4,4,0,0.0,1836.0,5,1836,1836,517.0,0,175,1,0,0,0,0,0,0,1,0,1
2579,14850,3,5,0.0,3,3,0,895.0,1092.0,3,1092,1092,299.0,268,0,49,49,0,0,0,0,0,0,1,0
1841,4274,3,7,0.0,4,4,0,1106.0,1241.0,5,1241,1241,569.0,0,116,1,0,0,0,0,0,0,0,1,0
591,9650,4,6,360.0,3,4,0,686.0,1350.0,3,1334,1334,630.0,0,16,32,32,0,0,0,0,0,0,1,0
1897,14585,3,6,85.0,3,3,0,594.0,1144.0,5,1429,1429,572.0,216,110,47,20,0,0,0,0,0,0,1,0
70,9000,4,8,36.0,4,4,2,1078.0,1566.0,5,1566,1566,750.0,144,168,2,2,0,0,0,0,0,1,1,0
590,13774,3,7,283.0,3,4,0,432.0,908.0,5,1316,2288,520.0,321,72,32,17,1,0,0,0,0,0,0,1
1172,5119,3,9,60.0,4,5,2,1238.0,1698.0,5,1709,1709,506.0,97,65,9,8,0,0,0,0,0,0,1,0
1714,9254,3,8,210.0,4,4,0,119.0,1721.0,5,1721,1721,554.0,168,27,2,2,0,0,0,1,0,0,1,0
829,10324,3,8,140.0,4,4,2,872.0,1254.0,5,1254,1254,810.0,168,92,1,1,0,0,0,0,0,1,1,0
1397,8375,4,5,0.0,3,3,0,336.0,576.0,4,864,1350,627.0,0,0,67,35,0,0,0,0,0,0,1,0
877,9750,4,7,171.0,4,4,0,0.0,1630.0,5,1630,1630,451.0,74,234,9,8,0,0,0,0,0,0,1,0
2477,7632,3,7,96.0,4,4,0,0.0,784.0,5,831,1585,449.0,100,77,1,1,1,0,0,0,0,0,1,0
2871,15750,4,5,56.0,3,3,1,841.0,1165.0,3,1336,1336,375.0,0,0,53,53,0,0,0,0,0,0,0,1
2489,9240,3,5,0.0,3,3,0,612.0,864.0,4,1211,1211,576.0,161,0,44,4,0,0,0,0,0,0,0,1
1655,10400,4,6,253.0,3,4,0,903.0,1259.0,5,1353,1353,478.0,240,141,28,8,0,0,0,0,0,0,1,0
1891,8800,4,7,202.0,3,3,0,654.0,1174.0,5,1200,1200,440.0,0,0,41,41,0,0,0,0,0,0,0,1
1419,11839,4,7,99.0,3,4,0,1085.0,1475.0,5,1532,2329,514.0,192,121,18,18,1,0,0,0,0,0,0,1
1473,9135,4,7,113.0,4,4,2,810.0,1536.0,5,1536,1536,532.0,192,74,6,5,0,0,0,0,0,0,1,0
2868,14115,3,6,0.0,3,3,0,296.0,1073.0,5,1811,1811,470.0,0,0,50,2,0,0,0,0,0,0,1,0
1695,14154,4,7,350.0,4,5,0,0.0,1063.0,5,1071,2172,947.0,192,62,1,1,1,0,0,1,0,0,1,0
2244,6565,4,4,0.0,3,3,0,967.0,1073.0,4,1073,1073,720.0,0,444,50,27,0,0,0,0,0,0,1,0
169,7700,4,6,351.0,3,3,0,0.0,756.0,3,1051,1839,442.0,0,124,44,44,1,0,0,0,0,0,1,0
2670,4761,4,3,0.0,2,3,0,0.0,1020.0,2,1020,1020,0.0,0,0,88,56,0,0,0,0,0,0,1,0
247,12361,3,6,85.0,4,4,0,860.0,946.0,5,964,1802,1017.0,450,92,17,17,1,0,0,0,0,0,1,0
2137,9720,4,5,51.0,3,3,2,755.0,995.0,3,1009,1009,576.0,0,0,30,30,0,0,0,0,0,0,1,0
1794,8640,4,8,0.0,4,4,0,24.0,1338.0,5,1338,1338,598.0,0,141,0,0,0,0,0,0,0,0,1,0
1498,47007,3,5,0.0,3,0,0,0.0,0.0,3,3820,3820,624.0,0,372,49,12,0,0,0,0,0,0,1,0
1164,3180,4,7,0.0,4,4,0,0.0,689.0,5,703,1392,540.0,0,102,1,1,0,0,0,0,0,0,1,0
1179,14963,2,8,0.0,4,4,0,786.0,1260.0,5,1288,1288,500.0,120,30,12,12,0,0,0,0,0,0,1,0
1340,5000,4,6,0.0,3,3,0,0.0,992.0,5,1013,1013,160.0,0,0,82,58,0,1,0,0,0,0,1,0
436,16870,3,8,238.0,4,5,3,1531.0,1782.0,5,1782,1782,932.0,99,82,5,4,0,0,0,1,0,0,0,1
1636,14157,3,9,200.0,4,5,3,1249.0,1922.0,5,1922,1922,676.0,178,51,2,1,0,0,0,0,1,0,0,1
421,12456,4,10,230.0,5,5,3,1172.0,1700.0,5,1718,1718,786.0,216,48,3,2,0,0,0,1,0,0,0,1
457,14836,3,10,730.0,5,5,3,2146.0,2492.0,5,2492,2492,949.0,226,235,5,4,0,0,0,1,0,0,0,1
2834,6956,4,4,0.0,3,2,1,0.0,624.0,5,624,936,265.0,0,0,58,56,0,0,0,0,0,0,1,0
517,7862,3,6,0.0,4,4,0,27.0,1218.0,5,1218,1218,676.0,0,102,0,0,0,0,0,0,0,0,1,0
1566,11050,4,7,0.0,3,4,1,0.0,910.0,5,910,1820,816.0,318,32,12,11,1,0,0,0,0,0,1,0
1439,8924,3,7,0.0,3,4,2,0.0,880.0,5,880,1724,527.0,120,155,10,9,1,0,0,0,0,0,1,0
2577,9610,3,6,632.0,3,3,0,203.0,1121.0,5,1336,1336,488.0,80,0,48,48,0,0,0,0,0,0,0,1
2241,13710,4,5,0.0,3,3,0,420.0,910.0,3,910,1558,282.0,289,0,57,57,0,1,0,0,0,0,1,0
71,12552,4,7,0.0,4,4,0,222.0,991.0,5,991,1947,678.0,0,136,6,5,1,0,0,0,0,0,1,0
1143,14565,2,7,145.0,4,4,2,537.0,832.0,5,832,1657,483.0,144,74,14,13,1,0,0,0,0,0,1,0
1021,18559,3,7,383.0,4,4,0,1206.0,2048.0,3,2064,2064,550.0,200,0,30,30,0,0,0,0,0,0,0,1
1416,10880,4,5,0.0,3,3,0,1040.0,1164.0,3,1164,1164,240.0,0,48,58,58,0,0,0,0,0,0,1,0
35,2280,4,7,0.0,3,4,0,0.0,836.0,5,836,836,308.0,0,30,35,35,0,0,0,0,0,0,1,0
2904,31250,4,1,0.0,3,0,0,0.0,0.0,3,1600,1600,270.0,0,0,55,55,0,0,0,0,0,0,1,0
2174,11841,4,6,104.0,3,4,2,816.0,816.0,3,816,816,0.0,0,32,17,17,0,0,0,0,0,0,1,0
522,9187,4,9,162.0,5,5,1,1121.0,1766.0,5,1766,1766,478.0,195,130,0,0,0,0,0,0,0,0,1,0
2211,6270,4,5,0.0,3,3,0,284.0,1001.0,3,1001,2002,871.0,0,0,58,57,0,0,0,0,0,0,1,0
1539,15660,3,7,312.0,4,3,0,341.0,798.0,5,1137,1954,431.0,0,119,69,2,0,0,0,0,0,0,1,0
2420,3087,4,7,14.0,4,4,2,453.0,1220.0,5,1364,1364,437.0,100,16,0,0,0,0,0,0,0,0,1,0
2779,13450,3,7,0.0,4,4,0,700.0,916.0,5,920,1861,492.0,146,91,4,4,1,0,0,0,0,0,1,0
953,10125,4,5,0.0,3,0,0,0.0,0.0,3,1302,1734,539.0,0,0,32,32,0,0,0,0,0,0,1,0
658,8146,4,4,0.0,4,2,0,0.0,405.0,4,717,1039,281.0,0,0,109,6,0,0,0,0,0,0,1,0
